CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-16-2893-46,NA,GUATEMALA,VILLA CANALES,CENTRO EDUCACIONAL BENEDICTINO,1a AVE 5-77 ZONA 2,24480639,NA,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-4197-46,01-217,GUATEMALA,VILLA CANALES,LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH,2 CALLE 3-61 ZONA 1 BOCA DEL MONTE,24480907,CARLOS ANIBAL LOPEZ,NA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-4544-46,NA,GUATEMALA,VILLA CANALES,INSTITUTO PARTICULAR MIXTO CARLOS HUMBERTO AGUIRRE PEREZ JN,4CALLE 1-66 'A',NA,NA,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-6315-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO MIXTO INTEGRAL CANALEÑO DR. JUAN JOSE AREVALO B.,3 AVE 2-09 ZONA 1,66350259,SERGIO LEONEL CIFUENTES CIFUENTES,CELIA IRACEMA REYES CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-6514-46,NA,GUATEMALA,VILLA CANALES,LICEO MIXTO VILLA CANALES,1 AVE 2-22,66350080,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-6794-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO INTEGRAL CANALEÑO DR. JUAN JOSE AREVALO BERMEJO,3 AVE 2-09 VILLA CANALES,66350259,MARTA LISBETH CUMATZ RAMIREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-7528-46,NA,GUATEMALA,VILLA CANALES,COLEGIO CIENTIFICO CENTROAMERICANO C.C.C.,1 AVE NORTE 4-27 ZONA 2 ALDEA BOCA DEL MONTE,24480396,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-7846-46,01-508,GUATEMALA,VILLA CANALES,INSTITUTO MIXTO PRIVADO DIEGUEZ OLAVERRI ,1 CALLE B 1-70 ZONA 1 BOCA DEL MONTE,24427079,MANUEL MARIA CANO CASTRO,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO,GUATEMALA ORIENTE
01-16-8008-46,NA,GUATEMALA,VILLA CANALES,INSTITUTO PARTICULAR MIXTO DIEGUEZ OLAVERRI,1 CALLE B 1-70 ZONA 1 BOCA DEL MONTE,24489161,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8122-46,01-625,GUATEMALA,VILLA CANALES,"COLEGIO ""SAN JOSE DE LA ENCARNACIÓN""",KM 23.5 CARRETA SAN JOSE EL LON,66350324,KARLA MARIA DEL ROSARIO ZAMORA,MARÍA DEL CARMEN GUARDADO MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8485-46,01-625,GUATEMALA,VILLA CANALES,COLEGIO DESARROLLO DEL POTENCIAL INTELECTUAL VILLAGE,FINCA LABOR DEL ROSARIO KM 25.5 CARRETAL SALVADOR,66436300,KARLA MARIA DEL ROSARIO ZAMORA,JULIA VERÓNICA PELLECER RODRÍGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8748-46,01-217,GUATEMALA,VILLA CANALES,LICEO PROFESIONAL DE COMPUTACION MANUEL GALICH,2 CALLE 3-61 ZONA 1 ALDEA BOCA DEL MONTE,24480907,CARLOS ANIBAL LOPEZ,HORACIO ANIBAL LÚ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8814-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO BENEDICTINO DE GUATEMALA,1 AVE 5-77 ZONA 2,24428480,MARTA LISBETH CUMATZ RAMIREZ,FLOR DE MARIA ORDOÑEZ ARIAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8866-46,01-625,GUATEMALA,VILLA CANALES,LICEO CENTROAMERICANO BOCA DEL MONTE,1 CALLE 2-60 ZONA 1 BOCA DEL MONTE,44303549,KARLA MARIA DEL ROSARIO ZAMORA,JOSÉ DAVID FRANCISCO GARCÍA GARMA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-8871-46,01-405,GUATEMALA,VILLA CANALES,LICEO CENTROAMERICANO BOCA DEL MONTE,1 CALLE 2-60 ZONA 1 BOCA DEL MONTE,44303549,SERGIO LEONEL CIFUENTES CIFUENTES,ALBERTO ANDRES MARTÍNEZ MUJ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-8902-46,01-508,GUATEMALA,VILLA CANALES,COLEGIO WELCHES,1 AVE A 1-36 ZONA 1,24480403,MANUEL MARIA CANO CASTRO,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-8960-46,01-217,GUATEMALA,VILLA CANALES,INSTITUTO TECNICO INDUSTRIAL AVANZADO,3 AVE 3-41 ZON 3,52174951,CARLOS ANIBAL LOPEZ,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9001-46,01-405,GUATEMALA,VILLA CANALES,LICEO MIXTO QUIRIGUA,CASA 5-I COLONIA PANOA DEL VALLE,58095295,SERGIO LEONEL CIFUENTES CIFUENTES,NA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-9099-46,01-205,GUATEMALA,VILLA CANALES,COLEGIO LARRY RITZMAN,7 2-78 ZONA 1 ALDEA SANELENA BARILLAS,66324132,MARTA LISBETH CUMATZ RAMIREZ,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9387-46,01-405,GUATEMALA,VILLA CANALES,COLEGIO CARLOS ENRIQUE PEREZ RAMIREZ,"2 CALLE ""A"" 4-41 ZONA 1 ALDEA BOCA DEL MONTE",24480556,SERGIO LEONEL CIFUENTES CIFUENTES,CARLOS ENRIQUE HORACIO PÉREZ RAMÍREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-9657-46,01-625,GUATEMALA,VILLA CANALES,LICEO SANTA MARIA,4 CALLE 3-32 ZONA 1 BOCA DEL MONTE,24480208,KARLA MARIA DEL ROSARIO ZAMORA,LUIS ENRIQUE REYES ROJAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9700-46,01-625,GUATEMALA,VILLA CANALES,LICEO DEL SUR,5 CALLE 2-80 ZONA 1 ALDEA BOCA DEL MONTE,66272688,KARLA MARIA DEL ROSARIO ZAMORA,ILEANA GRISELDA ELÍAS ALVARADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9734-46,01-217,GUATEMALA,VILLA CANALES,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,1 AVE 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,CARLOS ANIBAL LOPEZ,WILMAN ANTONIO GALINDO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-16-9736-46,01-405,GUATEMALA,VILLA CANALES,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,1 AVE 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,SERGIO LEONEL CIFUENTES CIFUENTES,WILMAN ANTONIO GALINDO LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-16-9780-46,01-217,GUATEMALA,VILLA CANALES,INSTITUTO MIXTO DIEGUEZ OLAVERRI,1 AVE 2-61 ZONA 3 ALDEA BOCA DEL MONTE,24480686,CARLOS ANIBAL LOPEZ,MARTA ANGELICA LETONA GUTIERREZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-17-0006-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO NICTE,"LOTE 44 MANZANA ""D"" SECTOR 10 POS DE VILLA HERMOSA",24646514,ANNY VICTORIA PERDOMO VILLATORO,DIEGO BACH PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0017-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO INTEGRAL GUATEMALTECO,3 CALLE 4-51 ZONA 6 COLONIA LOS ALAMOS,24481204,ALFREDO NOHELI TEMAJ MORALES,FELIX ANTONIO GARCIA AROCHE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0020-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO INTEGRAL GUATEMALTECO,3 CALLE 4-51 ZONA 6 COLONIA LOS ALAMOS,44710600,SERGIO ALEJANDRO VILLATORO VILLAGRAN,MIRNA LISETTE AROCHE ROSALES DE FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0023-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO INTEGRAL GUATEMALTECO II,"LOTE 9 MANZANA ""A"" SECTOR 6 ZONA 7 POS DE VILLA HERMOSA",56134501,ALFREDO NOHELI TEMAJ MORALES,ELBIA LORENA GUILLEN CORADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0027-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,"COLEGIO PREUNIVERSITARIO DEL SUR ""DOMINGO DE GUZMAN""",1 AVE 2-71 ZONA 4 SANINÉS,66317110,SERGIO ALEJANDRO VILLATORO VILLAGRAN,FRANCISCO RUBEN TOCA LETONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0030-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,"COLEGIO PRIVADO MIXTO ""PROYECCION EDUCATIVA""",16 AVE 2-76 COLONIA RIVDEL RIO ZONA 13,66291108,ANNY VICTORIA PERDOMO VILLATORO,ASTRID ANAITE CALDERON MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0046-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALLE REAL 4-12 ZONA 2,NA,ANNY VICTORIA PERDOMO VILLATORO,NA,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0048-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALZADA DR AEL MOES,NA,ANNY VICTORIA PERDOMO VILLATORO,NA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0056-46,01-631,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO EN COMPUTACION EL BUEN CAMINO,2 CALLE 10-06 VALLES I ZONA 11,66316457,ADRIANA FABIOLA BOLAÑOS ESTRADA,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0071-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO CULTURAL SAGRADA FAMILIA NO.2,LOTE 6465 66 MANZANA A SECTOR 10 POS DE VILLA HERMOSA,24646082,ALFREDO NOHELI TEMAJ MORALES,ALMA MARIA ALONZO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0076-46,01-405,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO PRACTICO COMERCIAL NO. 1,29 AVE 19-50 ZONA 7 VILLA HERMOSA I,24485073,SERGIO LEONEL CIFUENTES CIFUENTES,EDWIN RICARDO CALLEJAS SOTO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0081-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO BERTRAND RUSSELL,LOTE 1 MANZANA A SECTOR 2 VILLA HERMOSA II,24482194,ALFREDO NOHELI TEMAJ MORALES,ZEDY FERLANDY CIFUENTES PERALTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0088-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO ALUX,3 CALLE 1-62 ZONA 6 COLONIA LOS ALAMOS,56292925,ALFREDO NOHELI TEMAJ MORALES,CLAUDIA LIZETH FLORES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0091-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,"CENTRO EDUCATIVO CRISTIANO ""EL ARTE DE ENSEÑAR""",25 CALLE 28-36 VILLA HERMOSA II ZONA 7,24805028,ALFREDO NOHELI TEMAJ MORALES,YOLANDA ELIABETH LEON LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0095-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO CRISTIANO NUEVA JERUSALEN II,LOTE 32 MANZANA B SECTOR 10 POS DE VILLA HERMOSA,48404117,ANNY VICTORIA PERDOMO VILLATORO,ELBIA LORENA GUILLEN CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0102-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO CRISTIANO VERBO LOS ALAMOS,0 AVE 5-73 ZONA 6 COLONIA LOS ALAMOS,27806270,ALFREDO NOHELI TEMAJ MORALES,ROSSANA ESMERALDA ESQUIT PORTILLO DE TINTÍ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0105-46,01-631,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO INTEGRAL AMERICANO,7 AVE 0-80 RIVDEL RIO ZONA 13,24902100,ADRIANA FABIOLA BOLAÑOS ESTRADA,KATHIA ARACELY PEÑA OVALLE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0108-46,01-411,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO BERTRAND RUSSELL,LOTE 1 MANZANA A SECTOR II VILLA HERMOSA II,24482194,JUAN ENRIQUE MARTINEZ SOLANO,MARIO FRANCISCO SEGURA SOLANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0113-46,01-218,GUATEMALA,SAN MIGUEL PETAPA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE VILLA HERMOSA,25 AVE  25-97 VILLA HERMOSA II,24806489,BENIGNO ISAIAS DE LEON OROZCO,SERVIO NOE LEMUS VASQUEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0117-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO SAN JOSE LA PAZ,0 CALLE C 8-89 ZONA 2,44716590,ANNY VICTORIA PERDOMO VILLATORO,MIRNA CATALINA PAZ BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0120-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO BILINGUE UN NUEVO AMANECER,4 CALLE 1-40 COLONIA LOS ALAMOS ZONA 6,24483470,ALFREDO NOHELI TEMAJ MORALES,MIRNA LISETTE AROCHE ROSALES DE FUENTES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0124-46,01-408,GUATEMALA,SAN MIGUEL PETAPA,CENTRO CULTURAL SAGRADA FAMILIA NO. 2,LOTE 64 65 66 MANZANA A SECTOR 10 POS DE VILLA HERMOSA ZONA 7,24646082,MANUEL MARIA CANO CASTRO,ALMA MARIA ALONZO RIVERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0126-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO PERSONALIZADO NEZEEL,CALLE PRINCIPAL 2-18 ZONA 4 SANINES,66318403,SERGIO ALEJANDRO VILLATORO VILLAGRAN,OSCAR AROLDO SANCHEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0127-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO BERTRAND RUSSELL,LOTE 1 MANZANA A SECTOR 2,24482194,ALFREDO NOHELI TEMAJ MORALES,LIDIA IRACEMA LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0128-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO PRIVADO MIXTO SAN ANDRES,4 AVE 4 CALLE ZONA 6 COLONIA LOS ALAMOS,24485105,ALFREDO NOHELI TEMAJ MORALES,CARLOS LEONEL ZAPETA DONIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0131-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,"COLEGIO MIXTO ""NICTE""","LOTE 45 MANZANA ""D"" SECTOR 10 POS DE VILLA HERMOSA",24646675,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIEGO BACH PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0134-46,01-631,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO REAL SAN PABLO,0 CALLE 3-25 ZONA 1,66317244,ADRIANA FABIOLA BOLAÑOS ESTRADA,AMALIA DE LOS ANGELES GONZÁLEZ MAYÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0136-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO MIXTO NICTÉ,"LOTE NO 45 MANZANA ""D"" SECTOR 10 POS DE VILLA HERMOSA",24646514,ALFREDO NOHELI TEMAJ MORALES,DIEGO BACH PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0138-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO JARDÍN MARÍA,SECTOR 3 LOTE 15 MANZANA C VILLA HERMOSA I,24805569,ALFREDO NOHELI TEMAJ MORALES,OSCAR ENRIQUE SANCHEZ SIGUENZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0139-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO CENTRO CULTURAL SAGRADA FAMILIA NO. 2,LOTE 64 65 66 MANZANA A SECTOR 10 POS DE VILLA HERMOSA,24646082,ANNY VICTORIA PERDOMO VILLATORO,RINA ANGELICA ILLESCAS FUENTES DE GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0141-46,01-631,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO SANTO DOMINGO DE GUZMÁN,LOTE 25 COLONIA 13 DE MAYO ALDEA SANINÉS,66317110,ADRIANA FABIOLA BOLAÑOS ESTRADA,FRANCISCO RUBEN TOCA LETONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0153-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO VICTOR MANUEL DUBON ESPADA,2 CALLE 1-24 1-38 ZONA 2,66315805,ANNY VICTORIA PERDOMO VILLATORO,SILVIA JOSEFINA CALDERON CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0162-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO EL ALAMO GUATEMALA,1 AVE 00-75 COLONIA LOS ALAMOS ZONA 6,24805504,ALFREDO NOHELI TEMAJ MORALES,GLENDA LISSETTE GIRON LORENZANA DE MONTENEGRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0164-46,01-631,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO REAL SAN PABLO,0 CALLE 3-25 ZONA 1,66317244,ADRIANA FABIOLA BOLAÑOS ESTRADA,AMALIA DE LOS ANGELES GONZÁLEZ MAYÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0173-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,LICEO VILLA HERMOSA,SECTOR 3 MANZANA C LOTES 11 12 13 RESIDENCIALES VILLA HERMOSA,42974397,SERGIO ALEJANDRO VILLATORO VILLAGRAN,ANGELA YANETH SANABRIA LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0174-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,LICEO EN INFORMÁTICA COMERCIAL VILLA HERMOSA,33 AVE 17-83 ZONA 7 VILLA HERMOSA I,24482405,ALFREDO NOHELI TEMAJ MORALES,ANGELA YANETH SANABRIA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0176-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,LICEO TECNICO INDUSTRIAL PALABRA PODER,24 CALLE 28-98 ZONA 7 VILLA HERMOSA II,24484827,ALFREDO NOHELI TEMAJ MORALES,BELMA JEANNETH SECAIDA CONTRERAS DE MAYÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-17-0182-46,01-220,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO FORMADORES DE LÍDERES,2 CALLE 2-50 ZONA 1,66316991,ANNY VICTORIA PERDOMO VILLATORO,ROSA LIDIA ALBANEZ MORÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-17-0183-46,01-641,GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO FORMADORES DE LÍDERES,2 CALLE 2-50 ZONA 1,66316991,SERGIO ALEJANDRO VILLATORO VILLAGRAN,ROSA LIDIA ALBANEZ MORÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0188-46,01-411,GUATEMALA,SAN MIGUEL PETAPA,"COLEGIO ""VALLE DEL SABER""",2 CALLE 3-18 ZONA 2,66314331,JUAN ENRIQUE MARTINEZ SOLANO,INGRID ELIZABETH ORTIZ MAQUIZ DE CONCUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-17-0193-46,01-204,GUATEMALA,SAN MIGUEL PETAPA,COLEGIO JUVENTUD DE LA PROMESA,1 CALLE 1-54 ZONA 6 COLONIA LOS ALAMOS,56965608,ALFREDO NOHELI TEMAJ MORALES,THELMA EUGENIA YAC ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
